name,year_born,year_death,live
АНТОМЯК,1880,1926,46
АНТОНЕНКО,1901,1955,54
АНТОНИЙ,1910,1985,75
АНТОНИН,1869,1939,70
АНТОНОВ,1863,1942,79
АНТОНОВ,1876,1954,78
АНТОНОВ,1895,1972,77
АНТОНОВ,1904,1935,31
АНТОНОВ,1870,1926,56
АНТОНОВ,1859,1938,79
АНТОНОВ,1900,1969,69
АНТОНОВА,1884,1974,90
АНТОНОВА,1898,1966,68
АНТОНОВСКАЯ,1874,1962,88
АНТОНОВСКИЙ,1863,1939,76
АНТУХ,1894,1927,33
АНУФРИЕВ,1896,1921,25
АНФИЛОВ,1886,1937,51
АПАНАСЕВИЧ,1905,1964,59
АИЛЕЧЕЕВ,1898,1958,60
АПЛЕЧЕЕВ,1864,1940,76
АПОЛЛОНОВ,1911,1986,75
АПОСТОЛН,1896,1930,34
АППИЕЛЬБАУМ,1886,1941,55
АПРАКСИН,1915,1998,83
АПРАКСНН,1876,1962,86
АПРАКСИН,1891,1931,40
АПРАКСИН,1869,1930,61
АПРЕЛЕВ,1889,1964,75
АПТЕКОВИЧ,1921,1921,0
АПУХТИН,1896,1975,79
АПУХТИН,1889,1938,49
АПУХТИНА,1868,1936,68
АПШЕНЕК,1854,1931,77
АПШТЕЙН,1856,1927,71
АРАБАЖИН,1866,1929,63
АРАБЕЙ,1912,1982,70
АРАПОВ,1879,1937,58
АРАПОВ,1800,1948,148
АРАПОВА,1881,1928,47
АРБАН,1904,1991,87
АРБАТСКИЙ,1911,1963,52
АРБУЗОВ,1890,1926,36
АРБУЗОВ,1885,1935,50
АРГАТОВ,1908,1973,65
АРГЕЕВ,1887,1922,35
АРГУНОВ,1866,1939,73
АРГУНОВ,1886,1932,46
АРДАМАТСКИЙ,1878,1943,65
АРЕДОВ,1892,1937,45
АРЕНДТ,1887,1963,76
АРЕФЬЪЕВ,1931,1978,47
АРЖАХОВСКИЙ,1897,1933,36
АРЖАХОВСКИЙ,1865,1945,80
АРНАНОВА,1918,1983,65
АРИНКИН,1855,1935,80
АРИСТОВ,1853,1931,78
АРИСТОВ,1559,1935,376
АРИСТОВ,1902,1986,84
АРИСТОВА,1863,1936,73
АРИЩЕНКОВА,1869,1973,104
АРКАДИВ,1848,1926,78
АРКАДЬЕВА,1898,1965,67
АРКАЛОВ,1865,1930,65
АРКАНОВ,1891,1928,37
АРКИН,1866,1923,57
АРЛОЗОРОВ,1899,1933,34
АРМФЕЛТ,1872,1969,97
АРМФЕЛЬД,1860,1940,80
АРНО,1861,1930,69
АРНОЛЬДИ,1888,1944,56
АРНОЛЬДОВ,1855,1984,129
АРОН,1878,1951,73
АРОН,1854,1927,73
АРОН,1874,1928,54
АРОН,1839,1926,87
АРОНОВА,1917,1937,20
АРОНОВИЧ,1893,1927,34
АРОНОВИЧ,1879,1928,49
АРОНСБЕРГ,1878,1948,70
АРОНСБЕРГ,1848,1922,74
АРОНСБЕРТ,1882,1930,48
АРОНСОН,1866,1932,66
АРОНСОН,1870,1920,50
АРОНСОН,1872,1873,1
АРОНСОН,1882,1926,44
АРОНСОН,1893,1984,91
АРОНШТАМ,1876,1931,55
АРОНШТАМ,1865,1920,55
АРОНШТАМ,1881,1928,47
АРОНШТАМ,1879,1921,42
АРОСЕВ,1878,1935,57
АРРОНЕТ,1894,1932,38
АРСЕНИ,1875,1930,55
АРСЕНЯИДЗЕ,1880,1965,85
АРСЕНИЙ,1915,1993,78
АРСЕНЬЕВ,1908,1972,64
АРСЕНЬЕВ,1890,1970,80
АРСЕНЬЕВА,1857,1938,81
АРСЕНЬЕВА,1886,1936,50
АРСЕНЬЕВА,1910,1984,74
АРСЛАН,1896,1958,62
АРТАМОНОВ,1883,1927,44
АРТАМОНОВ,1879,1927,48
АРТАМОНОВА,1896,1973,77
АРТАШЕНКО,1870,1934,64
АРТЕМЬЕВ,1883,1923,40
АРТЕМЬЪЕВ,1851,1927,76
АРТЕМЬЕВ,1900,1921,21
АРТЕМЬЪЕВ,1873,1938,65
АРТЕМЬЪЕВА,1864,1925,61
АРТИМЧУК,1895,1985,90
АРУФФО,1910,1963,53
АРХАНГЕЛЬСКИЙ,1891,1921,30
АРХАНГЕЛЬСКИЙ,1846,1924,78
АРХАНГЕЛЬСКИЙ,1881,1941,60
АРХАНГЕЛЬСКИЙ,1872,1959,87
АРХАНГЕЛЬСКИЙ,1888,1925,37
АРХАНГЕЛЬСКИЙ,1897,1990,93
АРХИПОВ,1858,1922,64
АРХИПОВ,1886,1972,86
АРХИПОВ,1883,1961,78
АРХИПЛОВА,1911,1985,74
АРЦИМОВИЧ,1859,1930,71
АРЦИМОВИЧ,1859,1933,74
АРЦЫБАШЕВ,1878,1927,49
АРШЛУЛОВАЛ,1899,1980,81
АРШОН,1850,1925,75
АСЕВ,1901,1993,92
АСКОЧИНСКИЙ,1898,1959,61
АСЛАНОВ,1874,1960,86
АСЛАНОВ,1896,1968,72
АСЛАНОВ,1887,1932,45
АСПИДОВ,1888,1937,49
АССИЕР,1863,1932,69
АСТАФИЕВ,1900,1971,71
АСТАФЬЕВ,1852,1932,80
АСТАФЬЕВ,1897,1984,87
АСТАФЬЕВ,1897,1967,70
АСТАФЬЕВ,1861,1933,72
АСТАФЬЕВ,1880,1967,87
АСТАФЬЕВА,1897,1926,29
АСТАХОВ,1900,1941,41
АСТАХОВ,1890,1934,44
АСТАХОВ,1897,1971,74
АСТАХОВ,1896,1933,37
АСТАХОВА,1904,1994,90
АСТРАХАНЦЕВ,1870,1987,117
АСТРОВ,1907,1996,89
АСТРОВ,1868,1934,66
АСТРОВА,1880,1971,91
АТАБЕКОВ,1873,1929,56
АТЛАС,1846,1926,80
АТРАШКЕ,1886,1926,40
АУСТРИН,1898,1977,79
АУСТРИН,1899,1979,80
АУСТРИН,1923,1992,69
АУОР,1845,1930,85
АФАНАСИЙ,1870,1935,65
АФАНЛАСЬВВ,1897,1940,43
АФАНАСЬЕВ,1850,1925,75
АФАНАСЪРВ,1879,1943,64
АФАНАСЬЕВ,1893,1966,73
АФАНАСЬЕВ,1899,1951,52
АФАНАСЬЕВА,1898,1965,67
АФАНАСЬЕВА,1907,1926,19
АФАНАСЬЕВА,1898,1923,25
АФАНАСЬЕВА,1847,1932,85
АФЕНДУЛЬЕВ,1898,1975,77
АФЕНДУЛЬЕВА,1903,1969,66
АФОНАСЬЕВ,1857,1936,79
АФОНИН,1876,1930,54
АФРЕМОВА,1895,1926,31
АФРОСИМОВ,1893,1952,59
АФРОСИМОВ,1890,1977,87
АФРОСИМОВ,1969,1932,-37
АХЛОГУДОВ,1861,1931,70
АЩУРКИНА,1897,1952,55
БАБАЕВ,1853,1938,85
БАБАЙЛОВ,1864,1938,74
БАБАКАЕВ,1952,1971,19
БАБАНИЯН,1897,1956,59
БАБАРЫКОВ,1890,1981,91
БАБЕНКО,1897,1936,39
БАБЕНКО,1899,1987,88
БАБЕНКО,1914,1918,4
БАБИКОВ,1884,1946,62
БАБИКОВА,1850,1937,87
БАБИН,1887,1930,43
БАБИНСКИЙ,1896,1928,32
БАБИНСКВЙ,1869,1946,77
БАБНЧ,1890,1944,54
БАБИЧ,1376,1965,589
БАБИЧ,1596,1972,376
БАБКИН,1929,1933,4
БАБКИН,1912,1973,61
БАБКИЯ,1898,1975,77
БАБКОВ,1898,1958,60
БАБОЧКИН,1866,1944,78
БАБОШИНА,1896,1963,67
БАБСТ,1866,1931,65
БАБУРИН,1892,1956,64
БАБУРОВ,1913,1931,18
БАГГОВУТ,1862,1933,71
БАГЯНОВИСС,1861,1931,70
БАГНЕНКО,1903,1965,62
БАГРАТНОН,1883,1957,74
БАГРЯНЦЕВ,1902,1930,28
БАЕВА,1881,1954,73
БАЖЕНОВ,2728,1942,-786
БАЖЕНОВ,1879,1949,70
БАЖЕНОВ,1888,1960,72
БАЗАРЕВИЧ,1910,1975,65
БАЗИЛЕВИЧ,1891,1930,39
БАЗИЛЕВСКАЯ,1896,1985,89
БАЗИЛЕВСКИЙ,1893,1975,82
БАНОВ,1871,1935,64
БАЙДАК,1880,1970,90
БАЙДАКОВ,1891,1926,35
БАЙДАЛАКОВ,1900,1967,67
БАЙДАШНИКОВ,1887,1967,80
БАЙЕР,1952,1997,45
БАЙКАЛОВ,1882,1964,82
БАЙКОВ,1895,1969,74
БАЙКОВ,1914,1991,77
БАЙКОВ,1897,1959,62
БАЙКОВ,1906,1926,20
БАЙКОВА,1892,1986,94
БАЙКОВА,1890,1969,79
БАЙКОВА,1857,1918,61
БАЙКОВСКИЙ,1863,1926,63
БАЙСИНСКАЯ,1911,1930,19
БАЙТУГАНОВ,1901,1964,63
БАКАЛДИН,1887,1938,51
БАКАЛЕЙНИКОВ,1891,1960,69
БАКАНОВ,1890,1936,46
БАКАРСКАЯ,1895,1933,38
БАКГАРАДЗЕ,1863,1939,76
БАКИН,1875,1944,69
БАКИНА,1888,1964,76
БАКИЧ,1911,1986,75
БАКЛАН,1897,1967,70
БАКЛАНОВ,1903,1975,72
БАКЛАНОВА,1893,1974,81
БАКЛАНОВА,1938,1952,14
БАКО,1874,1951,77
БАКО,1881,1943,62
БАКСТ,1907,1972,65
БАКСТ,1866,1924,58
БАКУНИН,1896,1921,25
БАКУНИН,1910,1929,19
БАКУНОВИЧ,1902,1984,82
БАКШЕЕВ,1886,1929,43
БАКШИ,1884,1953,69
БАЛАБАНОВ,1912,1992,80
ВАЛАСАНОВ,1876,1936,60
БАЛАБАНОВА,1904,1987,83
ВАЛАБАРИНСКАЯ,1902,1926,24
БАЛАКШИН,1898,1990,92
БАЛАС,1857,1932,75
БАЛАТУКОВ,1852,1933,81
БАЛАХНЯЯ,1901,1985,84
БАЛАШОВА,1887,1979,92
БАЛБАШЕВСКИЙ,1877,1948,71
БАЛДИН,1871,1961,90
БАЛИЕВ,1877,1936,59
БАЛННОВ,1894,1939,45
БАЛК,1866,1957,91
БАЛК,1863,1930,67
БАЛК,1870,1925,55
ВАЛК,1850,1929,79
БАЛЛАД,1860,1921,61
БАЛЛОГ,1889,1930,41
БАЛОД,1874,1928,54
БАЛОНОВА,1871,1928,57
БАЛТУШКО,1865,1925,60
БАЛТЫНЬ,1906,1925,19
БАЛЬМЕН,1890,1944,54
БАЛЬМЕН,1885,1932,47
БАЛЬСОН,1861,1926,65
БАЛЯСНИКОВ,1901,1983,82
БАНАСЕВИЧ,1903,1934,31
БАНЕВУР,1874,1933,59
БАНИН,1879,1945,66
БАНКОВСКИЙ,1891,1911,20
БАНТЫШ,1900,1990,90
БАНЬКОВСКИЙ,1895,1966,71
БАРАБАНОВ,1895,1955,60
БАРАБАЯОВ,1874,1953,79
БАРАБЛС,1954,1955,1
БАРАБАШЕВ,1892,1964,72
БАРАГУНОВ,1898,1975,77
БАРАМ,1937,1997,60
БАРАНКОВСКИЙ,1899,1962,63
БАРАНОВ,1877,1964,87
БАРАНОВ,1891,1970,79
БАРАНОВ,1894,1927,33
БАРАНОВ,1864,1927,63
БАРАНОВ,1843,1924,81
БАРАНОВА,1845,1933,88
БАРАНОВА,1899,1935,36
БАРАНОВА,1585,1947,362
БАРАНОВСКАЯ,1885,1935,50
БАРАНОВСКИЙ,1874,1944,70
БАРАНОВСКИЙ,1845,1933,88
БАРАТОВ,1865,1932,67
БАРАТОВА,1905,1941,36
БАРАЧЕВСКАЯ,1868,1926,58
БАРАЧЕВСКАЯ,1889,1969,80
БАРАЧЕВСКИЙ,1893,1963,70
БАРБИЦКИВ,1906,1966,60
БАРБОВИЧ,1874,1947,73
БАРВИНСКИЙ,1875,1928,53
ВАРДИН,1864,1986,122
БАРДИН,1890,1935,45
БАРЖАЙ,1852,1927,75
БАРЖАНСКИЙ,1885,1940,55
БАРЖАНСКИЙ,1913,1944,31
БАРН,1870,1937,67
БАРН,1852,1936,84
БАРЯНБОЙ,1886,1931,45
БАРИНОВ,1860,1925,65
БАРИСОВ,1885,1972,87
БАРК,1869,1937,68
БАРКАЙ,1878,1929,51
БАРКАНМ,1864,1927,63
БАРКЕВИЧ,1901,1925,24
БАРКЛАЙ,1893,1964,71
БАРКОВА,1893,1967,74
БАРКОВСКИЙ,1892,1923,31
БАРКОВСКИЙ,1874,1929,55
БАРОНОВ,1893,1952,59
БАРОТИНСКИЙ,1873,1938,65
БАРС,1902,1929,27
БАРСКИЙ,1878,1935,57
БАРСКУ,1922,1997,75
БАРСОВ,1901,1965,64
БАРТАШЩЕВА,1895,1922,27
БАРТЕНЕВ,1880,1969,89
БАРТКУС,1891,1919,28
БАРТОШ,1906,1995,89
БЛАРТОШ,1912,1979,67
БАРТОШЕВИЧ,1889,1962,73
БАРЫБАЛОВ,1884,1938,54
БАРЫБОРОВ,1881,1937,56
БАРЫГИН,1879,1932,53
БАРЯТИНСКАЯ,1846,1935,89
БАСАКОВ,1874,1933,59
БАСЕВИЧ,1875,1939,64
БАСЕНКО,1886,1964,78
БАСЕНКО,1899,1985,86
БАСЕНКО,1892,1974,82
БАСЕНКО,1889,1974,85
БАСКИН,1888,1935,47
БАСНЕНКО,1903,1965,62
БАСОВ,1903,1975,72
БАСС,1876,1957,81
БАССАМБО,1898,1924,26
БАТАЛИН,1909,1984,75
БАТАЛИНА,1911,1993,82
БАТАЛОВА,1895,1932,37
БАТАНОВА,1877,1929,52
БАТЛУКОВ,1892,1978,86
БАТЧЕВ,1908,1932,24
БАТЮШИН,1874,1957,83
ВЛУЕР,1887,1959,72
БАУЛИНА,1884,1956,72
БАУМ,1868,1925,57
БАУМАН,1894,1976,82
БАУМАН,1879,1928,49
БАУМАН,1886,1929,43
БАУМГАРТЕН,1922,1985,63
БАУМГАРТЕН,1879,1962,83
БАУМГАРТЕН,1853,1931,78
БАУМГАРТЕН,1887,1963,76
БАУЭР,1879,1943,64
БАУЭР,1881,1963,82
БАУЭР,1878,1943,65
БАХАЛДНИН,1890,1935,45
БАХМЕТЬЕВ,1680,1951,271
БАХМЕТЬЕВ,1847,1928,81
БАХМУТСКЯИЙ,1876,1958,82
БАХРАХ,1902,1985,83
БАХТИН,1898,1933,35
БАХТИН,1894,1950,56
БАЧЕВСКИЙ,1914,1981,67
БАЧИНСКИЙ,1857,1937,80
БАЧКИН,1866,1926,60
БАШИЛОВ,1909,1970,61
БАШИНСКИЙ,1881,1941,60
БАШКИРОВ,1861,1934,73
БАШКИРОВ,1875,1936,61
БАШКИРЦЕВА,1883,1928,45
БАШМАКОВ,1853,1943,90
БАШМАКОВЛ,1870,1959,89
БАШОЕР,1869,1934,65
БЕВАД,1888,1975,87
БЕВАД,1215,1969,754
БЕГЕР,1853,1944,91
БЕДНАРСКИЙ,1902,1973,71
БЕДРИК,1929,1930,1
БЕДРИК,1894,1972,78
БЕДРИКОВЕЦКИЙ,1868,1931,63
БЕЖАНОВ,1896,1972,76
БЕЗАЙС,1882,1925,43
БЕЗЛАДНОВА,1890,1983,93
БЕЗМОЛИТВЕННЫЙ,1880,1973,93
БЕЗОБРАЗОВ,1855,1931,76
БЕЗОБРАЗОВ,1857,1932,75
БЕЗОБРАЗОВ,1895,1957,62
БЕЗРУКОВ,1889,1973,84
БЕЗРУКОВ,1897,1980,83
БЕЗРУКОВ,1897,1930,33
БЕЗРУКОВ,1899,1965,66
БЕЗРУКОВА,1872,1931,59
БЕЗУГЛОВА,1898,1979,81
БЕЗУГЛЫЙ,1896,1986,90
БЕЙДА,1879,1926,47
БЕЙЕР,1876,1938,62
БЕЙЛЕНСОН,1867,1980,113
БЕЙЛИН,1892,1926,34
БЕЙЛИН,1913,1927,14
БЕЙЛИС,1874,1934,60
БЕЙТЕЛЬМАН,1931,1991,60
БЕКЕР,1858,1937,79
БЕКЕТОВ,1888,1929,41
БЕКЕЧ,1899,1974,75
БЕККЕР,1883,1928,45
БЕККЕР,1891,1925,34
БЕККЕР,1922,1997,75
БЕККЕР,1893,1982,89
БЕККЕР,1870,1926,56
БЕККЕР,1877,1926,49
БЕККЕР,1896,1931,35
БЕКЛЕМИТШЕРВ,1902,1986,84
БЕКЛЕМИШЕВ,1901,1981,80
БЕКЛЕМИШЕВА,1899,1971,72
БЕКМАН,1877,1931,54
БЕКМАН,1964,1997,33
БЕЛЛАВИН,1870,1953,83
БЕЛАВИНА,1876,1985,109
БЕЛАГИН,1879,1944,65
БЕЛАНИН,1867,1935,68
БЕЛАНИНА,1871,1936,65
БЕЛАЯ,1897,1936,39
БЕЛЕВЦЕВ,1867,1926,59
БЕЛЕВЦЕВ,1899,1965,66
БЕЛЕНЬКАЯ,1872,1926,54
БЕЛЕНЬКИЙ,1865,1929,64
БЕЛЕЦКИЙ,1891,1935,44
БЕЛЕЦКИЙ,1887,1934,47
БЕЛИК,1877,1936,59
БЕЛИКОВ,1894,1973,79
БЕЛЯКОВ,1905,1958,53
БЕЛЯКОВ,1900,1928,28
БЕЛИНКОВ,1921,1970,49
БЕЛИНСКИЙ,1900,1948,48
БЕЛИЦКИЙ,1856,1932,76
БЕЛИЦКИЙ,1913,1988,75
БЕЛКОВСКИЙ,1881,1933,52
БЕЛЛИК,1846,1931,85
БЕЛЛИН,1920,1988,68
БЕЛОБОРОДОВ,1886,1965,79
БЕЛОВ,1940,1941,1
БЕЛОВ,1903,1923,20
БЕЛОВ,1868,1924,56
БЕЛОВ,1904,1926,22
БЕЛОВ,1929,1988,59
БЕЛОВА,1885,1926,41
БЕЛОВИЧ,1906,1926,20
БЕЛОГОЛОВЫЙ,1862,1927,65
БЕЛОГОРИЕВ,1879,1955,76
БЕЛОЙ,1904,1926,22
БЕЛОКЛИНЦЕВ,1916,1936,20
БЕЛОЙ,1840,1926,86
БЕЛОКУРОВ,1896,1959,63
БЕЛОМЕСТНОВА,1900,1947,47
БЕЛОПОЛЬСКАЯ,1916,1994,78
БЕЛОПОЛЬСКАЯ,1896,1985,89
БЕЛОПОЛЬСКИЙ,1876,1948,72
БЕЛОСЕЛЬСКИЙ,1867,1951,84
БЕЛОУС,1895,1974,79
БЕЛОУСОВ,1880,1960,80
БЕЛОУСОВ,1882,1945,63
БЕЛОУСОВ,1880,1940,60
БЕЛОУСОВА,1881,1933,52
БЕЛОФАСТОВ,1890,1962,72
БЕЛОЦВЕТОВ,1863,1935,72
БЕЛОУСОВИЧ,1891,1956,65
БЕЛОЦВЕТОВ,1892,1896,4
БЕЛОЦВЕТОВ,1873,1938,65
БЕЛОЦЕРКОВСКИЙ,1872,1922,50
БЕЛЫЙ,1854,1934,80
БЕЛЬГАРД,1861,1942,81
БЕЛЬГАРД,1855,1934,79
БЕЛЬСКАЯ,1883,1935,52
БЕЛЬСКИЙ,1874,1934,60
БЕЛЬЧЕНКО,1876,1958,82
БЕЛЯКВ,1866,1933,67
БКЛЯЕВ,1879,1944,65
ВЕЛЯЕВ,1871,1934,63
БЕЛЯЕВ,1880,1956,76
БЕЛЯЕВ,1896,1981,85
БЕЛЯЕВ,1899,1930,31
БЕЛЯЕВ,1878,1955,77
БЕЛЯЕВ,1877,1947,70
БЕЛЯЕВ,1914,1900,-14
БЕЛЯЕВА,1898,1970,72
БЕЛЯЕВА,1893,1979,86
БЕЛЯЕВА,1906,1924,18
БЕЛЯЕВА,1896,1975,79
БЕЛЯЕВА,1870,1962,92
БЕЛЯКОВ,1891,1970,79
БЕЛЯКОВ,1863,1932,69
БЕЛЯКОВ,1870,1930,60
БЕЛЯЦКИН,1874,1944,70
БЕНДЕРЕВ,1905,1974,69
БЕЯБЦКИ,1887,1932,45
БЕНЗЕМАН,1876,1932,56
ЪЕНЗИЯ,1881,1973,92
БЕНЯГСЕН,1915,1993,78
БЕНИЯНГСГАХУЗЕН,1867,1926,59
БЕНКЛЕВСКИЙ,1888,1934,46
БЕНАИГСЕН,1882,1946,64
БЕННИГСЕН,1879,1962,83
БЕНУА,1862,1944,82
БЕНУА,1870,1960,90
БЕНУА,1880,1888,8
БЕНУА,1879,1930,51
БЕНУА,1852,1936,84
БЕНУА,1901,1988,87
БЕНЦЕЛЕВИЧ,1882,1931,49
БЕНЬКОВСКИЙ,1882,1952,70
БЕРБЕРОВ,1873,1942,69
ВЕРБЕРОВА,1901,1993,92
БЕРГ,1863,1920,57
БЕРГ,1914,1991,77
БЕРГМАН,1833,1926,93
БЕРГМАН,1896,1926,30
БЕРГШТРЕССЕР,1883,1944,61
БЕРДИЧЕВСКИЙ,1886,1931,45
БЕРДНИКОВ,1883,1937,54
БЕРДНИКОВА,1887,1931,44
БЕРДЮГИН,1882,1931,49
БЕРДЯЕВ,1889,1945,56
БЕРДЯЕВ,1874,1948,74
БЕРДЯЕВА,1893,1924,31
БЕРЕБИЦКИЙ,1903,1931,28
БЕРЕЗИТСКАЯ,1900,1971,71
БЕРЕЗИТСКИЙ,1887,1965,78
БЕРЕЗНЕВ,1851,1928,77
ВБЕРЕЗНИКОВ,1868,1934,66
БЕРЕЗОВ,1906,1996,90
БЕРЕЗОВ,1896,1967,71
БЕРЕЗОВСКАЯ,1897,1939,42
БЕРЕЗОВСКИЙ,1861,1940,79
БЕРЕЛОВИЧ,1911,1983,72
БЕРЕНС,1855,1932,77
БЕРЕНС,1879,1913,34
БЕРЕНШТАМ,1870,1931,61
БЕРЕСТОВИЧ,1890,1927,37
БЕРЕЩУК,1894,1933,39
БЕРЗ,1858,1937,79
БЕРЗ,1872,1937,65
БЕРЗИН,1887,1950,63
БЕРЗИНШ,1882,1937,55
БЕРЗИНЬ,1846,1926,80
БЕРЗОН,1856,1926,70
БКЕРКЕ,1878,1926,48
БКРКЕНГЕЙМ,1879,1932,53
БЕРКМАМ,1870,1936,66
БЕРКОВИЦ,1900,1929,29
БЕРКОВИЧ,1861,1926,65
БЕРЛИН,1880,1926,46
БЕРЛИН,1888,1928,40
БЕРЛВН,1890,1986,96
ВЕРЛИН,1890,1926,36
БЕРЛИН,1887,1928,41
БЕРЛИН,1854,1935,81
ВЕРЛИН,1867,1937,70
БЕРЛИН,1872,1930,58
БЕРЛИН,1877,1962,85
БЕРЛИН,1918,1987,69
БЕРЛИН,1913,1931,18
БЕРЛИН,1877,1926,49
БЕРЛИН,1863,1927,64
БЕРЛОВИЧ,1839,1925,86
БЕРМАН,1881,1925,44
БЕРМАН,1871,1926,55
БЕРМАН,1895,1937,42
БЕРМАН,1915,1926,11
БЕРМАН,1859,1939,80
БКРМАН,1899,1972,73
БЕРМАН,1830,1928,98
ЭЖАЕРМАН,1940,1991,51
БЕРМАН,1848,1926,78
БЕРМАН,1856,1937,81
БЕРНАДСКИЙ,1860,1911,51
БЕРНАРДИ,1867,1943,76
БЕРИНАРДИ,1880,1957,77
БЕРНАЦКИЙ,1876,1943,67
БЕРНАЦКИЙ,1871,1924,53
БЕРНГОФ,1910,1986,76
БЕРНЕР,1863,1928,65
БЕРНЕР,1892,1977,85
БЕРНШТАМ,1857,1927,70
БЕРНШТАМ,1860,1926,66
БЕРНШТЕЙН,1871,1926,55
БЕРНШТЕЙН,1862,1938,76
БЕРНШТЕЙН,1876,1935,59
БЕРНШТЕЙН,1871,1928,57
БЕРНШТЕЙН,1894,1927,33
БЕРНШТЕЙН,1862,1930,68
БЕРНШТЕЙН,1882,1962,80
БЕРНШТЕЙНС,1860,1929,69
БЕРНШТЕЙН,1572,1937,365
БЕРНШТЕЙН,1864,1921,57
БЕРНШТЕЙН,1860,1929,69
БЕРТЕЛЬС,1875,1957,82
БЕРТЕНСОН,1885,1962,77
БЕРТИКОВА,1895,1935,40
БЕРТИНГ,1890,1927,37
БЕРХИН,1885,1952,67
БЕРХМАН,1854,1929,75
БЕРШОВ,1859,1982,123
БЕРШОВ,1883,1958,75
БЕРШОВ,6719,1925,-4794
БЕСЕДНИК,1897,1921,24
БЕСКРОВНАЯ,1882,1942,60
БЕСКРОВНЫЙ,1883,1944,61
БЕСКРОВНЫЙ,1872,1935,63
БЕССМЕРТНЫЙ,1890,1936,46
БЕСТРАХС,1904,1927,23
БЕСЧЕРЕВНЫХ,1954,1980,26
БЕТНН,1917,1996,79
БЕТУЛИНСКАЯ,1887,1982,95
БЕХЛН,1861,1929,68
БЕХТЕЕВ,1879,1954,75
БЕЦЮК,1888,1943,55
БЕШЕНОВ,1893,1983,90
БЕЩАНИЦКИЙ,1858,1925,67
БИАЗЯ,1894,1931,37
БИБИКОВ,1871,1938,67
БИБИКОВ,1907,1981,74
БИБНКОВ,1874,1937,63
БИБАКОВ,1866,1935,69
БИБИКОВ,1842,1923,81
БИБИКОВА,1872,1943,71
БИЗОВ,1890,1933,43
БИКЕРМАН,1367,1942,575
БИЛАНТ,1900,1969,69
БИЛАНТ,1911,1954,43
БИЛЕВИЧ,1846,1926,80
БИЛИМОВИЧ,1875,1963,88
БИЛИМОВИЧ,1874,1930,56
БИЛЬБАСОВ,1856,1925,69
БИЛЬДЕРЛИНГ,1922,1968,46
БИЛЬДЕРЛИНГ,1909,1991,82
БИМКОВСКАЯ,1895,1926,31
БИНДЛ,1885,1936,51
БИНДЕР,1868,1928,60
БИНДЕРМАН,1849,1926,77
БИНУН,1914,1931,17
БЯНЦ,1911,1930,19
БИНИГГОК,1868,1933,65
БЯНШТОК,1884,1954,70
БИРАР,1886,1931,45
БИРКЛЕ,1860,1928,68
БИРКУТ,1899,1935,36
БИРНБАУМ,1857,1931,74
БЯРОВА,1826,1930,104
БИРОНТ,1903,1927,24
БЯРСУЛОВ,1900,1931,31
БИРЮКОВ,1870,1934,64
БИРЮЖКОВ,1875,1935,60
БЯРЮКОВ,1911,1927,16
БИРЮКОВ,1900,1972,72
БИРЮКОВА,1893,1963,70
БИРЮКОВА,1886,1968,82
БИРЮКОВА,1889,1972,83
БИРЮЖКОВСКАЯ,1864,1943,79
ЬИСК,1852,1932,80
БИСК,1883,1973,90
БИТЕ,1895,1961,66
БИТНЫР,1894,1962,68
БИТОРОВИЧ,1856,1926,70
БИЦИЛЛИ,1879,1953,74
БЛАГОВ,1866,1934,68
БЛАГОВЕЩЕНСКИЙ,1850,1963,113
БЛАГОВО,1869,1946,77
БЛАЖНОВА,1902,1965,63
БЛЕЗЕ,1849,1931,82
БЛЕХМАН,1854,1929,75
БЛИДЕРМАН,1867,1926,59
БЛИЗНЮК,1899,1975,76
БЛИНОВ,1903,1977,74
БЛИНОВА,1913,1937,24
БЛОМЕРНУС,1890,1966,76
БЛОНСКАЯ,1881,1920,39
БЛОХ,1890,1925,35
БЛОХ,3715,1867,-1848
БЛОХ,1904,1931,27
БЛОХ,1875,1937,62
БЛОХ,1899,1943,44
БЛОХ,1840,1925,85
ЪЛОХ,1892,1968,76
БЛУДИМКО,1939,1966,27
БЛУДОВ,1856,1942,86
БЛУМБЕРГ,1863,1926,63
БЛУМБЕРТ,1857,1927,70
БЛУМЕ,1891,1921,30
БЛУМЕН,1886,1926,40
БЛУМЕНАХ,1852,1926,74
БЛУМЕНТАЛЬ,1893,1926,33
БЛУМЕНФЕЛЬД,1845,1927,82
БЛУМФЕЛЬД,1486,1920,434
БЛЮМ,1890,1937,47
БЛЮМБАХ,1860,1929,69
БЛЮМЕНАУ,1854,1945,91
БЛЮМЕР,1883,1964,81
БОБАК,1859,1926,67
БОБАРЫКОВ,1869,1928,59
БОБАРЫКОВ,1890,1981,91
БОБОРЫКИН,1887,1963,76
БОБОРЫКНН,1836,1921,85
БОБОРЫКННА,1889,1965,76
БОБОШКО,1883,1968,85
БОБРИВ,1892,1964,72
БОБРЫЯКОВ,1839,1924,85
БОБРЯКОВ,1882,1956,74
БОБРИКОВ,1908,1981,73
БОБРИКОВ,1874,1931,57
БОБРИКОВА,1885,1966,81
БОБРИНСКАЯ,1848,1972,124
БОБРИНСКАЯ,1903,1996,93
БОБРИНСКИЙ,1852,1927,75
БОВРИНСКИЙ,1910,1914,4
БОБРЕНСК,1859,1930,71
БОБРИНСКИЙ,1863,1938,75
БОБРИНСКИЙ,1863,1962,99
